i,j,PSR,parameters,parm
1,809,1.015,intfsocr,809
1,810,1.0035,energr,810
1,811,1.0161999,anxiety_ra,811
1,812,1.0235,srMentH,812
1,813,1.0010999,srPhysH,813
1,814,1.0038,srLivSit,814
1,815,1.0253,srDrugFree,815
1,816,1.0075999,srSocNet,816
1,817,1.0405999,srSexRx,817
1,818,1.0123,ssHelp,818
1,819,1.0088,ssNewFri,819
1,820,1.0082,smAppFreq,820
1,821,1.0079,datingAppF,821
1,822,1.002,losAng,822
1,823,1.0251,RaceEthnic#2,823
1,824,1.0394,RaceEthnic#3,824
1,825,1.0113,RaceEthnic#4,825
1,826,1.0194,female,826
1,827,1.0343,cis,827
1,828,1.0127,heterosexu,828
1,829,1.0982,employed,829
1,830,1.1138999,poverty,830
1,831,1.1208,insured,831
1,832,1.0591,healthProv,832
1,833,1.0957,medicalUti,833
1,834,1.0698,erCare_re,834
1,835,1.0211999,sapro_lf,835
1,836,1.0569,hivpp_lf,836
1,837,1.0016,homeless_l,837
1,838,1.0129,incarcerat,838
1,839,1.0644,ipv_lf,839
1,840,1.0405,sexex_lf,840
1,841,1.0607001,suicide_lf,841
1,842,1.0319999,hospitalmh,842
1,843,1.0143,sexab_lf,843
1,844,1.0271,tmx5old_lf,844
1,845,1.0129,tmrob_lf,845
1,846,1.0693001,tmotinj_lf,846
1,847,1.0548,tmotmdr_lf,847
1,848,1.0174,xdrug_r,848
1,849,1.0108,smoke_lf,849
1,850,1.0125999, Residual Var.,850
1,851,1.0256, Grand Mean,851
1,852,1.0072,depression,852
1,853,1.0211999,age,853
1,854,1.016,audit_c,854
1,855,1.0229,count_lf,855
1,856,1.0043,ptsd,856
1,857,1.0165,anxietyr,857
1,858,1.0123,sadr,858
1,859,1.0109,intfsocr,859
1,860,1.0010999,energr,860
1,861,1.0046,anxiety_ra,861
1,862,1.0132,srMentH,862
1,863,1.0063,srPhysH,863
1,864,1.0204,srLivSit,864
1,865,1.0063,srDrugFree,865
1,866,1.0035,srSocNet,866
1,867,1.0122,srSexRx,867
1,868,1.0049,ssHelp,868
1,869,1.0087,ssEmoHelp,869
1,870,1.0091,smAppFreq,870
1,871,1.0048,datingAppF,871
1,872,1.0189,losAng,872
1,873,1.0691,RaceEthnic#2,873
1,874,1.0222,RaceEthnic#3,874
1,875,1.0081,RaceEthnic#4,875
1,876,1.0279,female,876
1,877,1.0293,cis,877
1,878,1.0006,heterosexu,878
1,879,1.0031,employed,879
1,880,1.0247999,poverty,880
1,881,1.0568,insured,881
1,882,1.0068001,healthProv,882
1,883,1.0257,medicalUti,883
1,884,1.0479,erCare_re,884
1,885,1.0033,sapro_lf,885
1,886,1.0204,hivpp_lf,886
1,887,1.018,homeless_l,887
1,888,1.0164,incarcerat,888
1,889,1.0261,ipv_lf,889
1,890,1.0379,sexex_lf,890
1,891,1.0172,suicide_lf,891
1,892,1.0065,hospitalmh,892
1,893,1.0264,sexab_lf,893
1,894,1.0421,tmx5old_lf,894
1,895,1.0085,tmrob_lf,895
1,896,1.0118001,tmotinj_lf,896
1,897,1.0396,tmotmdr_lf,897
1,898,1.0405,xdrug_r,898
1,899,1.0726,smoke_lf,899
1,900,1.0161, Residual Var.,900
1,901,1.0005, Grand Mean,901
1,902,1.0017999,depression,902
1,903,1.0388,age,903
1,904,1.0213,audit_c,904
1,905,1.0066,count_lf,905
1,906,1.0134,ptsd,906
1,907,1.0144,anxietyr,907
1,908,1.0058,sadr,908
1,909,1.0154999,intfsocr,909
1,910,1.0253,energr,910
1,911,1.0057,anxiety_ra,911
1,912,1.0037,srMentH,912
1,913,1.0311,srPhysH,913
1,914,1.0565,srLivSit,914
1,915,1.0231,srDrugFree,915
1,916,1.0125999,srSocNet,916
1,917,1.0142,srSexRx,917
1,918,1.018,ssHelp,918
1,919,1.0316,ssEmoHelp,919
1,920,1.008,ssNewFri,920
1,921,1.0272,datingAppF,921
1,922,1.0362999,losAng,922
1,923,1.0319,RaceEthnic#2,923
1,924,1.0093,RaceEthnic#3,924
1,925,1.0113,RaceEthnic#4,925
1,926,1.0049,female,926
1,927,1.0093,cis,927
1,928,1.0207,heterosexu,928
1,929,1.0427001,employed,929
1,930,1.1066999,poverty,930
1,931,1.1165,insured,931
1,932,1.0423,healthProv,932
1,933,1.0347,medicalUti,933
1,934,1.0634,erCare_re,934
1,935,1.0239,sapro_lf,935
1,936,1.0032001,hivpp_lf,936
1,937,1.0061001,homeless_l,937
1,938,1.0223,incarcerat,938
1,939,1.0116,ipv_lf,939
1,940,1.0276999,sexex_lf,940
1,941,1.0452,suicide_lf,941
1,942,1.0045,hospitalmh,942
1,943,1.0537,sexab_lf,943
1,944,1.0452,tmx5old_lf,944
1,945,1.0384001,tmrob_lf,945
1,946,1.0714999,tmotinj_lf,946
1,947,1.0353,tmotmdr_lf,947
1,948,1.0254,xdrug_r,948
1,949,1.022,smoke_lf,949
1,950,1.0057, Residual Var.,950
1,951,1.0487, Grand Mean,951
1,952,1.0240999,depression,952
1,953,1.071,age,953
1,954,1.0131,audit_c,954
1,955,1.0470001,count_lf,955
1,956,1.0387,ptsd,956
1,957,1.0298001,anxietyr,957
1,958,1.0015,sadr,958
1,959,1.006,intfsocr,959
1,960,1.0283,energr,960
1,961,1.0157,anxiety_ra,961
1,962,1.0263,srMentH,962
1,963,1.0064,srPhysH,963
1,964,1.0207,srLivSit,964
1,965,1.0403,srDrugFree,965
1,966,1.0146,srSocNet,966
1,967,1.0404,srSexRx,967
1,968,1.0357,ssHelp,968
1,969,1.0337,ssEmoHelp,969
1,970,1.0012,ssNewFri,970
1,971,1.0125,smAppFreq,971
1,972,1.0596,losAng,972
1,973,1.0625,RaceEthnic#2,973
1,974,1.0365,RaceEthnic#3,974
1,975,1.0254,RaceEthnic#4,975
1,976,1.112,female,976
1,977,1.0334001,cis,977
1,978,1.0858999,heterosexu,978
1,979,1.2801,employed,979
1,980,1.2182,poverty,980
1,981,1.1308,insured,981
1,982,1.1471,healthProv,982
1,983,1.0664001,medicalUti,983
1,984,1.0276,erCare_re,984
1,985,1.0058,sapro_lf,985
1,986,1.0857,hivpp_lf,986
1,987,1.0391001,homeless_l,987
1,988,1.0724,incarcerat,988
1,989,1.0573,ipv_lf,989
1,990,1.0833,sexex_lf,990
1,991,1.0746,suicide_lf,991
1,992,1.012,hospitalmh,992
1,993,1.1307,sexab_lf,993
1,994,1.1065,tmx5old_lf,994
1,995,1.1294,tmrob_lf,995
1,996,1.2873,tmotinj_lf,996
1,997,1.1252,tmotmdr_lf,997
1,998,1.0767,xdrug_r,998
1,999,1.0286,smoke_lf,999
1,1000,1.005, Residual Var.,1000
1,1001,1.4976, Grand Mean,1001
1,1002,1.1368001,depression,1002
1,1003,1.1224999,age,1003
1,1004,1.1572,audit_c,1004
1,1005,1.1802,count_lf,1005
1,1006,1.1317,ptsd,1006
1,1007,1.0302,anxietyr,1007
1,1008,1.1032,sadr,1008
1,1009,1.0621001,intfsocr,1009
1,1010,1.0113,energr,1010
1,1011,1.1378,anxiety_ra,1011
1,1012,1.1362,srMentH,1012
1,1013,1.2536,srPhysH,1013
1,1014,1.0723,srLivSit,1014
1,1015,1.5145,srDrugFree,1015
1,1016,1.0472,srSocNet,1016
1,1017,1.1525,srSexRx,1017
1,1018,1.0306,ssHelp,1018
1,1019,1.0747,ssEmoHelp,1019
1,1020,1.002,ssNewFri,1020
1,1021,1.0757999,smAppFreq,1021
1,1022,1.2385,datingAppF,1022
1,1023,1.1865,losAng,1023
1,1024,1.2368,RaceEthnic#2,1024
1,1025,1.0865,RaceEthnic#3,1025
1,1026,1.011,RaceEthnic#4,1026
1,1027,1.0914,female,1027
1,1028,1.3286999,cis,1028
1,1029,1.1802,heterosexu,1029
1,1030,1.6926,poverty,1030
1,1031,1.39,insured,1031
1,1032,1.8141,healthProv,1032
1,1033,1.531,medicalUti,1033
1,1034,1.3935,erCare_re,1034
1,1035,1.1119,sapro_lf,1035
1,1036,1.5005,hivpp_lf,1036
1,1037,1.04,homeless_l,1037
1,1038,1.0854,incarcerat,1038
1,1039,1.4645,ipv_lf,1039
1,1040,1.2294,sexex_lf,1040
1,1041,1.6538,suicide_lf,1041
1,1042,1.3107001,hospitalmh,1042
1,1043,1.0041,sexab_lf,1043
1,1044,1.0714999,tmx5old_lf,1044
1,1045,1.1957,tmrob_lf,1045
1,1046,1.0288,tmotinj_lf,1046
1,1047,1.1226,tmotmdr_lf,1047
1,1048,1.4605,xdrug_r,1048
1,1049,1.0539,smoke_lf,1049
1,1050,nan, Residual Var.,1050
1,1051,nan,Tau,1051
1,1052,1.1887, Grand Mean,1052
1,1053,1.1443,depression,1053
1,1054,1.0533,age,1054
1,1055,1.0856,audit_c,1055
1,1056,1.1334,count_lf,1056
1,1057,1.0733,ptsd,1057
1,1058,1.0342,anxietyr,1058
1,1059,1.0875,sadr,1059
1,1060,1.0017999,intfsocr,1060
1,1061,1.0089999,energr,1061
1,1062,1.1683,anxiety_ra,1062
1,1063,1.1125,srMentH,1063
1,1064,1.2165,srPhysH,1064
1,1065,1.0082,srLivSit,1065
1,1066,1.3427,srDrugFree,1066
1,1067,1.0418,srSocNet,1067
1,1068,1.1443,srSexRx,1068
1,1069,1.0784,ssHelp,1069
1,1070,1.1473,ssEmoHelp,1070
1,1071,1.0207,ssNewFri,1071
1,1072,1.1670001,smAppFreq,1072
1,1073,1.2143,datingAppF,1073
1,1074,1.2694,losAng,1074
1,1075,1.1505001,RaceEthnic#2,1075
1,1076,1.0325,RaceEthnic#3,1076
1,1077,1.0095,RaceEthnic#4,1077
1,1078,1.0547,female,1078
1,1079,1.3016,cis,1079
1,1080,1.0666,heterosexu,1080
1,1081,1.7022001,employed,1081
1,1082,1.3641,insured,1082
1,1083,1.5388,healthProv,1083
1,1084,1.3909,medicalUti,1084
1,1085,1.1016001,erCare_re,1085
1,1086,1.1458,sapro_lf,1086
1,1087,1.6253,hivpp_lf,1087
1,1088,1.0691,homeless_l,1088
1,1089,1.0802,incarcerat,1089
1,1090,1.247,ipv_lf,1090
1,1091,1.2824,sexex_lf,1091
1,1092,1.5631,suicide_lf,1092
1,1093,1.2806,hospitalmh,1093
1,1094,1.0718,sexab_lf,1094
1,1095,1.2072999,tmx5old_lf,1095
1,1096,1.2898,tmrob_lf,1096
1,1097,1.0096,tmotinj_lf,1097
1,1098,1.0951999,tmotmdr_lf,1098
1,1099,1.3868001,xdrug_r,1099
1,1100,1.2595,smoke_lf,1100
1,1101,nan, Residual Var.,1101
1,1102,nan,Tau,1102
1,1103,1.1277, Grand Mean,1103
1,1104,1.0863,depression,1104
1,1105,1.1413,age,1105
1,1106,1.0508,audit_c,1106
1,1107,1.0416,count_lf,1107
1,1108,1.1313,ptsd,1108
1,1109,1.0558,anxietyr,1109
1,1110,1.1658,sadr,1110
1,1111,1.0757,intfsocr,1111
1,1112,1.001,energr,1112
1,1113,1.0811,anxiety_ra,1113
1,1114,1.0489,srMentH,1114
1,1115,1.0443,srPhysH,1115
1,1116,1.0217,srLivSit,1116
1,1117,1.0339,srDrugFree,1117
1,1118,1.0273,srSocNet,1118
1,1119,1.0931,srSexRx,1119
1,1120,1.1582,ssHelp,1120
1,1121,1.2127,ssEmoHelp,1121
1,1122,1.0333,ssNewFri,1122
1,1123,1.1889,smAppFreq,1123
1,1124,1.1085,datingAppF,1124
1,1125,1.0668,losAng,1125
1,1126,1.1203001,RaceEthnic#2,1126
1,1127,1.1247,RaceEthnic#3,1127
1,1128,1.1664,RaceEthnic#4,1128
1,1129,1.0627,female,1129
1,1130,1.1033,cis,1130
1,1131,1.0806,heterosexu,1131
1,1132,1.4059,employed,1132
1,1133,1.3739001,poverty,1133
1,1134,1.1197,healthProv,1134
1,1135,1.1486,medicalUti,1135
1,1136,1.0836,erCare_re,1136
1,1137,1.0572,sapro_lf,1137
1,1138,1.2785,hivpp_lf,1138
1,1139,1.0829,homeless_l,1139
1,1140,1.7172,incarcerat,1140
1,1141,1.0409,ipv_lf,1141
1,1142,1.2858,sexex_lf,1142
1,1143,1.0591,suicide_lf,1143
1,1144,1.0316,hospitalmh,1144
1,1145,1.13,sexab_lf,1145
1,1146,1.0312001,tmx5old_lf,1146
1,1147,1.0459,tmrob_lf,1147
1,1148,1.0499001,tmotinj_lf,1148
1,1149,1.2588,tmotmdr_lf,1149
1,1150,1.0263,xdrug_r,1150
1,1151,1.0627,smoke_lf,1151
1,1152,nan, Residual Var.,1152
1,1153,nan,Tau,1153
1,1154,1.0579, Grand Mean,1154
1,1155,1.0256,depression,1155
1,1156,1.0686001,age,1156
1,1157,1.0185,audit_c,1157
1,1158,1.0541,count_lf,1158
1,1159,1.0987999,ptsd,1159
1,1160,1.0151,anxietyr,1160
1,1161,1.0345,sadr,1161
1,1162,1.0137,intfsocr,1162
1,1163,1.0295,energr,1163
1,1164,1.0398999,anxiety_ra,1164
1,1165,1.0674,srMentH,1165
1,1166,1.0064,srPhysH,1166
1,1167,1.015,srLivSit,1167
1,1168,1.0281,srDrugFree,1168
1,1169,1.0466,srSocNet,1169
1,1170,1.1336,srSexRx,1170
1,1171,1.0795,ssHelp,1171
1,1172,1.1267999,ssEmoHelp,1172
1,1173,1.031,ssNewFri,1173
1,1174,1.0548,smAppFreq,1174
1,1175,1.1849,datingAppF,1175
1,1176,1.1178,losAng,1176
1,1177,1.0942,RaceEthnic#2,1177
1,1178,1.1022,RaceEthnic#3,1178
1,1179,1.0743999,RaceEthnic#4,1179
1,1180,1.1134,female,1180
1,1181,1.0206,cis,1181
1,1182,1.1387,heterosexu,1182
1,1183,1.8303,employed,1183
1,1184,1.5398,poverty,1184
1,1185,1.1028,insured,1185
1,1186,1.1210999,medicalUti,1186
1,1187,1.0658,erCare_re,1187
1,1188,1.1173,sapro_lf,1188
1,1189,1.2224,hivpp_lf,1189
1,1190,1.0281,homeless_l,1190
1,1191,1.5752,incarcerat,1191
1,1192,1.0181,ipv_lf,1192
1,1193,1.1137,sexex_lf,1193
1,1194,1.1071,suicide_lf,1194
1,1195,1.1332,hospitalmh,1195
1,1196,1.2952,sexab_lf,1196
1,1197,1.1665,tmx5old_lf,1197
1,1198,1.108,tmrob_lf,1198
1,1199,1.1275001,tmotinj_lf,1199
1,1200,1.3695,tmotmdr_lf,1200
1,1201,1.0693001,xdrug_r,1201
1,1202,1.0333,smoke_lf,1202
1,1203,nan, Residual Var.,1203
1,1204,nan,Tau,1204
1,1205,1.0516, Grand Mean,1205
1,1206,1.0477,depression,1206
1,1207,1.1102999,age,1207
1,1208,1.0251,audit_c,1208
1,1209,1.0955,count_lf,1209
1,1210,1.0687,ptsd,1210
1,1211,1.0403,anxietyr,1211
1,1212,1.023,sadr,1212
1,1213,1.0118001,intfsocr,1213
1,1214,1.0863,energr,1214
1,1215,1.0152,anxiety_ra,1215
1,1216,1.0896,srMentH,1216
1,1217,1.0716,srPhysH,1217
1,1218,1.0312001,srLivSit,1218
1,1219,1.0065,srDrugFree,1219
1,1220,1.0161999,srSocNet,1220
1,1221,1.0498,srSexRx,1221
1,1222,1.0704,ssHelp,1222
1,1223,1.1556,ssEmoHelp,1223
1,1224,1.043,ssNewFri,1224
1,1225,1.0767,smAppFreq,1225
1,1226,1.0813,datingAppF,1226
1,1227,1.1221,losAng,1227
1,1228,1.0228,RaceEthnic#2,1228
1,1229,1.0190001,RaceEthnic#3,1229
1,1230,1.0848,RaceEthnic#4,1230
1,1231,1.1173,female,1231
1,1232,1.0887001,cis,1232
1,1233,1.0712,heterosexu,1233
1,1234,1.5373,employed,1234
1,1235,1.4751,poverty,1235
1,1236,1.1256,insured,1236
1,1237,1.1174001,healthProv,1237
1,1238,1.0334001,erCare_re,1238
1,1239,1.0427999,sapro_lf,1239
1,1240,1.1503,hivpp_lf,1240
1,1241,1.0793,homeless_l,1241
1,1242,1.0761,incarcerat,1242
1,1243,1.0513,ipv_lf,1243
1,1244,1.3169,sexex_lf,1244
1,1245,1.1052999,suicide_lf,1245
1,1246,1.0602,hospitalmh,1246
1,1247,1.2879,sexab_lf,1247
1,1248,1.2158999,tmx5old_lf,1248
1,1249,1.0367,tmrob_lf,1249
1,1250,1.0927,tmotinj_lf,1250
1,1251,1.1022,tmotmdr_lf,1251
1,1252,1.3176,xdrug_r,1252
1,1253,1.1421,smoke_lf,1253
1,1254,nan, Residual Var.,1254
1,1255,nan,Tau,1255
1,1256,1.1248, Grand Mean,1256
1,1257,1.058,depression,1257
1,1258,1.0405,age,1258
1,1259,1.0532,audit_c,1259
1,1260,1.0562,count_lf,1260
1,1261,1.0686001,ptsd,1261
1,1262,1.0115,anxietyr,1262
1,1263,1.04,sadr,1263
1,1264,1.0148,intfsocr,1264
1,1265,1.0976,energr,1265
1,1266,1.0189,anxiety_ra,1266
1,1267,1.0239,srMentH,1267
1,1268,1.0737,srPhysH,1268
1,1269,1.1093,srLivSit,1269
1,1270,1.0448999,srDrugFree,1270
1,1271,1.0215,srSocNet,1271
1,1272,1.0272,srSexRx,1272
1,1273,1.0089999,ssHelp,1273
1,1274,1.0777,ssEmoHelp,1274
1,1275,1.0548,ssNewFri,1275
1,1276,1.0553,smAppFreq,1276
1,1277,1.0482,datingAppF,1277
1,1278,1.0541,losAng,1278
1,1279,1.0626,RaceEthnic#2,1279
1,1280,1.1684999,RaceEthnic#3,1280
1,1281,1.0262001,RaceEthnic#4,1281
1,1282,1.1611,female,1282
1,1283,1.0092,cis,1283
1,1284,1.0289,heterosexu,1284
1,1285,1.3241,employed,1285
1,1286,1.1272,poverty,1286
1,1287,1.0899,insured,1287
1,1288,1.0574,healthProv,1288
1,1289,1.038,medicalUti,1289
1,1290,1.0207,sapro_lf,1290
1,1291,1.2956001,hivpp_lf,1291
1,1292,1.1551,homeless_l,1292
1,1293,1.0818,incarcerat,1293
1,1294,1.2258,ipv_lf,1294
1,1295,1.0520999,sexex_lf,1295
1,1296,1.0559,suicide_lf,1296
1,1297,1.0326999,hospitalmh,1297
1,1298,1.2526,sexab_lf,1298
1,1299,1.1288,tmx5old_lf,1299
1,1300,1.1236,tmrob_lf,1300
1,1301,1.0929,tmotinj_lf,1301
1,1302,1.1614,tmotmdr_lf,1302
1,1303,1.0836999,xdrug_r,1303
1,1304,1.0818,smoke_lf,1304
1,1305,nan, Residual Var.,1305
1,1306,nan,Tau,1306
1,1307,1.1540999, Grand Mean,1307
1,1308,1.0272,depression,1308
1,1309,1.1587,age,1309
1,1310,1.0157,audit_c,1310
1,1311,1.0387,count_lf,1311
1,1312,1.0132,ptsd,1312
1,1313,1.1095001,anxietyr,1313
1,1314,1.0936,sadr,1314
1,1315,1.0676,intfsocr,1315
1,1316,1.0732,energr,1316
1,1317,1.0199,anxiety_ra,1317
1,1318,1.0069,srMentH,1318
1,1319,1.0165,srPhysH,1319
1,1320,1.0193,srLivSit,1320
1,1321,1.3115,srDrugFree,1321
1,1322,1.1160001,srSocNet,1322
1,1323,1.1844,srSexRx,1323
1,1324,1.0206,ssHelp,1324
1,1325,1.1071,ssEmoHelp,1325
1,1326,1.0308,ssNewFri,1326
1,1327,1.0276,smAppFreq,1327
1,1328,1.1377,datingAppF,1328
1,1329,1.1121,losAng,1329
1,1330,1.011,RaceEthnic#2,1330
1,1331,1.1396,RaceEthnic#3,1331
1,1332,1.0039001,RaceEthnic#4,1332
1,1333,1.0569,female,1333
1,1334,1.0713,cis,1334
1,1335,1.2493,heterosexu,1335
1,1336,1.6397001,employed,1336
1,1337,1.7548,poverty,1337
1,1338,1.3879,insured,1338
1,1339,1.2753,healthProv,1339
1,1340,1.1314,medicalUti,1340
1,1341,1.3266,erCare_re,1341
1,1342,1.2381001,sapro_lf,1342
1,1343,1.0416,homeless_l,1343
1,1344,1.2268,incarcerat,1344
1,1345,1.0892,ipv_lf,1345
1,1346,1.0332,sexex_lf,1346
1,1347,1.1301,suicide_lf,1347
1,1348,1.2349,hospitalmh,1348
1,1349,1.0597,sexab_lf,1349
1,1350,1.0576,tmx5old_lf,1350
1,1351,1.1235,tmrob_lf,1351
1,1352,1.0536,tmotinj_lf,1352
1,1353,1.1071,tmotmdr_lf,1353
1,1354,1.3055,xdrug_r,1354
1,1355,1.0633,smoke_lf,1355
1,1356,nan, Residual Var.,1356
1,1357,nan,Tau,1357
1,1358,1.2434, Grand Mean,1358
1,1359,1.0261,depression,1359
1,1360,1.0145,age,1360
1,1361,1.0736001,audit_c,1361
1,1362,1.0576,count_lf,1362
1,1363,1.0108,ptsd,1363
1,1364,1.0127,anxietyr,1364
1,1365,1.1001,sadr,1365
1,1366,1.126,intfsocr,1366
1,1367,1.087,energr,1367
1,1368,1.0559,anxiety_ra,1368
1,1369,1.1314,srMentH,1369
1,1370,1.1553,srPhysH,1370
1,1371,1.043,srLivSit,1371
1,1372,1.0723,srDrugFree,1372
1,1373,1.0496,srSocNet,1373
1,1374,1.0415,srSexRx,1374
1,1375,1.1034,ssHelp,1375
1,1376,1.0207,ssEmoHelp,1376
1,1377,1.0177,ssNewFri,1377
1,1378,1.0408,smAppFreq,1378
1,1379,1.0573,datingAppF,1379
1,1380,1.028,losAng,1380
1,1381,1.0682,RaceEthnic#2,1381
1,1382,1.0658,RaceEthnic#3,1382
1,1383,1.0798,RaceEthnic#4,1383
1,1384,1.0355999,female,1384
1,1385,1.0673,cis,1385
1,1386,1.0151,heterosexu,1386
1,1387,1.0634,employed,1387
1,1388,1.0942,poverty,1388
1,1389,1.8001,insured,1389
1,1390,1.6477,healthProv,1390
1,1391,1.0781,medicalUti,1391
1,1392,1.1027,erCare_re,1392
1,1393,1.0912,sapro_lf,1393
1,1394,1.2707,hivpp_lf,1394
1,1395,1.027,homeless_l,1395
1,1396,1.2565,ipv_lf,1396
1,1397,1.1432,sexex_lf,1397
1,1398,1.0724,suicide_lf,1398
1,1399,1.1319,hospitalmh,1399
1,1400,1.0329,sexab_lf,1400
1,1401,1.1042,tmx5old_lf,1401
1,1402,1.2395999,tmrob_lf,1402
1,1403,1.3219,tmotinj_lf,1403
1,1404,1.2086999,tmotmdr_lf,1404
1,1405,1.1296999,xdrug_r,1405
1,1406,1.0098,smoke_lf,1406
1,1407,nan, Residual Var.,1407
1,1408,nan,Tau,1408
1,1409,1.036, Grand Mean,1409
1,1410,1.0517,depression,1410
1,1411,1.0088,age,1411
1,1412,1.0187,audit_c,1412
1,1413,1.0245,count_lf,1413
1,1414,1.0184,ptsd,1414
1,1415,1.0793,anxietyr,1415
1,1416,1.0221,sadr,1416
1,1417,1.0043,intfsocr,1417
1,1418,1.0288,energr,1418
1,1419,1.0615,anxiety_ra,1419
1,1420,1.0099,srMentH,1420
1,1421,1.0168,srPhysH,1421
1,1422,1.0158,srLivSit,1422
1,1423,1.1397001,srDrugFree,1423
1,1424,1.0314,srSocNet,1424
1,1425,1.0389,srSexRx,1425
1,1426,1.061,ssHelp,1426
1,1427,1.0644,ssEmoHelp,1427
1,1428,1.0458,ssNewFri,1428
1,1429,1.0165,smAppFreq,1429
1,1430,1.0681,datingAppF,1430
1,1431,1.025,losAng,1431
1,1432,1.0191,RaceEthnic#2,1432
1,1433,1.0088,RaceEthnic#3,1433
1,1434,1.0655,RaceEthnic#4,1434
1,1435,1.022,female,1435
1,1436,1.0362999,cis,1436
1,1437,1.0014,heterosexu,1437
1,1438,1.5457,employed,1438
1,1439,1.2627,poverty,1439
1,1440,1.038,insured,1440
1,1441,1.0228,healthProv,1441
1,1442,1.0685,medicalUti,1442
1,1443,1.2306,erCare_re,1443
1,1444,1.0671999,sapro_lf,1444
1,1445,1.1165,hivpp_lf,1445
1,1446,1.0401,homeless_l,1446
1,1447,1.2517999,incarcerat,1447
1,1448,1.1036,sexex_lf,1448
1,1449,1.0693001,suicide_lf,1449
1,1450,1.0508,hospitalmh,1450
1,1451,1.0233001,sexab_lf,1451
1,1452,1.1568,tmx5old_lf,1452
1,1453,1.0591,tmrob_lf,1453
1,1454,1.0604,tmotinj_lf,1454
1,1455,1.2956001,tmotmdr_lf,1455
1,1456,1.0443,xdrug_r,1456
1,1457,1.0784,smoke_lf,1457
1,1458,nan, Residual Var.,1458
1,1459,nan,Tau,1459
1,1460,1.127, Grand Mean,1460
1,1461,1.0858001,depression,1461
1,1462,1.1863,age,1462
1,1463,1.0278,audit_c,1463
1,1464,1.0368,count_lf,1464
1,1465,1.0742,ptsd,1465
1,1466,1.0937999,anxietyr,1466
1,1467,1.0518,sadr,1467
1,1468,1.0293,intfsocr,1468
1,1469,1.0707,energr,1469
1,1470,1.0066,anxiety_ra,1470
1,1471,1.1097,srMentH,1471
1,1472,1.0032001,srPhysH,1472
1,1473,1.0244,srLivSit,1473
1,1474,1.0497,srDrugFree,1474
1,1475,1.0124,srSocNet,1475
1,1476,1.0323,srSexRx,1476
1,1477,1.0674,ssHelp,1477
1,1478,1.0226001,ssEmoHelp,1478
1,1479,1.04,ssNewFri,1479
1,1480,1.0470999,smAppFreq,1480
1,1481,1.1152,datingAppF,1481
1,1482,1.0732,losAng,1482
1,1483,1.1436,RaceEthnic#2,1483
1,1484,1.1184,RaceEthnic#3,1484
1,1485,1.0098,RaceEthnic#4,1485
1,1486,1.0724,female,1486
1,1487,1.0689,cis,1487
1,1488,1.0732,heterosexu,1488
1,1489,1.2422,employed,1489
1,1490,1.3444999,poverty,1490
1,1491,1.2996,insured,1491
1,1492,1.099,healthProv,1492
1,1493,1.3887,medicalUti,1493
1,1494,1.0603,erCare_re,1494
1,1495,1.0756,sapro_lf,1495
1,1496,1.0308,hivpp_lf,1496
1,1497,1.0397,homeless_l,1497
1,1498,1.1403,incarcerat,1498
1,1499,1.1321,ipv_lf,1499
1,1500,1.0432,suicide_lf,1500
1,1501,1.0059,hospitalmh,1501
1,1502,1.3206,sexab_lf,1502
1,1503,1.2381001,tmx5old_lf,1503
1,1504,1.0184,tmrob_lf,1504
1,1505,1.0262001,tmotinj_lf,1505
1,1506,1.0942,tmotmdr_lf,1506
1,1507,1.0244,xdrug_r,1507
1,1508,1.2618999,smoke_lf,1508
1,1509,nan, Residual Var.,1509
1,1510,nan,Tau,1510
1,1511,1.0481, Grand Mean,1511
1,1512,1.04,depression,1512
1,1513,1.1463,age,1513
1,1514,1.0239,audit_c,1514
1,1515,1.113,count_lf,1515
1,1516,1.0707999,ptsd,1516
1,1517,1.0156,anxietyr,1517
1,1518,1.0427001,sadr,1518
1,1519,1.0311,intfsocr,1519
1,1520,1.1267999,energr,1520
1,1521,1.0223,anxiety_ra,1521
1,1522,1.0168999,srMentH,1522
1,1523,1.0073,srPhysH,1523
1,1524,1.0899,srLivSit,1524
1,1525,1.043,srDrugFree,1525
1,1526,1.034,srSocNet,1526
1,1527,1.0346,srSexRx,1527
1,1528,1.013,ssHelp,1528
1,1529,1.0741,ssEmoHelp,1529
1,1530,1.0543,ssNewFri,1530
1,1531,1.0395,smAppFreq,1531
1,1532,1.1121,datingAppF,1532
1,1533,1.0427001,losAng,1533
1,1534,1.0398999,RaceEthnic#2,1534
1,1535,1.0328,RaceEthnic#3,1535
1,1536,1.0444,RaceEthnic#4,1536
1,1537,1.1351,female,1537
1,1538,1.0174,cis,1538
1,1539,1.0204999,heterosexu,1539
1,1540,1.5772001,employed,1540
1,1541,1.5757999,poverty,1541
1,1542,1.0617,insured,1542
1,1543,1.1234,healthProv,1543
1,1544,1.0973001,medicalUti,1544
1,1545,1.0763,erCare_re,1545
1,1546,1.017,sapro_lf,1546
1,1547,1.2049,hivpp_lf,1547
1,1548,1.1737,homeless_l,1548
1,1549,1.0556999,incarcerat,1549
1,1550,1.0836,ipv_lf,1550
1,1551,1.059,sexex_lf,1551
1,1552,1.0559,hospitalmh,1552
1,1553,1.0274,sexab_lf,1553
1,1554,1.2046,tmx5old_lf,1554
1,1555,1.0075999,tmrob_lf,1555
